index1,index,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol,quality,quality rating
321,321,9.3,0.61,0.26,3.4,0.09,25,87,3.24,0.62,9.7,5,2
322,322,7.8,0.62,0.05,2.3,0.079,6,18,3.29,0.63,9.3,5,2
323,323,10.3,0.59,0.42,2.8,0.09,35,73,3.28,0.7,9.5,6,2
324,324,10,0.49,0.2,11,0.071,13,50,3.16,0.69,9.2,6,2
325,325,10,0.49,0.2,11,0.071,13,50,3.16,0.69,9.2,6,2
326,326,11.6,0.53,0.66,3.65,0.121,6,14,3.05,0.74,11.5,7,3
327,327,10.3,0.44,0.5,4.5,0.107,5,13,3.28,0.83,11.5,5,2
328,328,13.4,0.27,0.62,2.6,0.082,6,21,3.16,0.67,9.7,6,2
329,329,10.7,0.46,0.39,2,0.061,7,15,3.18,0.62,9.5,5,2
330,330,10.2,0.36,0.64,2.9,0.122,10,41,3.23,0.66,12.5,6,2
331,331,10.2,0.36,0.64,2.9,0.122,10,41,3.23,0.66,12.5,6,2
332,332,8,0.58,0.28,3.2,0.066,21,114,3.22,0.54,9.4,6,2
333,333,8.4,0.56,0.08,2.1,0.105,16,44,3.13,0.52,11,5,2
334,334,7.9,0.65,0.01,2.5,0.078,17,38,3.34,0.74,11.7,7,3
335,335,11.9,0.695,0.53,3.4,0.128,7,21,3.17,0.84,12.2,7,3
336,336,8.9,0.43,0.45,1.9,0.052,6,16,3.35,0.7,12.5,6,2
337,337,7.8,0.43,0.32,2.8,0.08,29,58,3.31,0.64,10.3,5,2
338,338,12.4,0.49,0.58,3,0.103,28,99,3.16,1,11.5,6,2
339,339,12.5,0.28,0.54,2.3,0.082,12,29,3.11,1.36,9.8,7,3
340,340,12.2,0.34,0.5,2.4,0.066,10,21,3.12,1.18,9.2,6,2
341,341,10.6,0.42,0.48,2.7,0.065,5,18,3.21,0.87,11.3,6,2
342,342,10.9,0.39,0.47,1.8,0.118,6,14,3.3,0.75,9.8,6,2
343,343,10.9,0.39,0.47,1.8,0.118,6,14,3.3,0.75,9.8,6,2
344,344,11.9,0.57,0.5,2.6,0.082,6,32,3.12,0.78,10.7,6,2
345,345,7,0.685,0,1.9,0.067,40,63,3.6,0.81,9.9,5,2
346,346,6.6,0.815,0.02,2.7,0.072,17,34,3.58,0.89,12.3,7,3
347,347,13.8,0.49,0.67,3,0.093,6,15,3.02,0.93,12,6,2
348,348,9.6,0.56,0.31,2.8,0.089,15,46,3.11,0.92,10,6,2
349,349,9.1,0.785,0,2.6,0.093,11,28,3.36,0.86,9.4,6,2
350,350,10.7,0.67,0.22,2.7,0.107,17,34,3.28,0.98,9.9,6,2
351,351,9.1,0.795,0,2.6,0.096,11,26,3.35,0.83,9.4,6,2
352,352,7.7,0.665,0,2.4,0.09,8,19,3.27,0.73,9.3,5,2
353,353,13.5,0.53,0.79,4.8,0.12,23,77,3.18,0.77,13,5,2
354,354,6.1,0.21,0.4,1.4,0.066,40.5,165,3.25,0.59,11.9,6,2
355,355,6.7,0.75,0.01,2.4,0.078,17,32,3.55,0.61,12.8,6,2
356,356,11.5,0.41,0.52,3,0.08,29,55,3.26,0.88,11,5,2
357,357,10.5,0.42,0.66,2.95,0.116,12,29,3.24,0.75,11.7,7,3
358,358,11.9,0.43,0.66,3.1,0.109,10,23,3.15,0.85,10.4,7,3
359,359,12.6,0.38,0.66,2.6,0.088,10,41,3.17,0.68,9.8,6,2
360,360,8.2,0.7,0.23,2,0.099,14,81,3.19,0.7,9.4,5,2
361,361,8.6,0.45,0.31,2.6,0.086,21,50,3.37,0.91,9.9,6,2
362,362,11.9,0.58,0.66,2.5,0.072,6,37,3.05,0.56,10,5,2
363,363,12.5,0.46,0.63,2,0.071,6,15,2.99,0.87,10.2,5,2
364,364,12.8,0.615,0.66,5.8,0.083,7,42,3.07,0.73,10,7,3
365,365,10,0.42,0.5,3.4,0.107,7,21,3.26,0.93,11.8,6,2
366,366,12.8,0.615,0.66,5.8,0.083,7,42,3.07,0.73,10,7,3
367,367,10.4,0.575,0.61,2.6,0.076,11,24,3.16,0.69,9,5,2
368,368,10.3,0.34,0.52,2.8,0.159,15,75,3.18,0.64,9.4,5,2
369,369,9.4,0.27,0.53,2.4,0.074,6,18,3.2,1.13,12,7,3
370,370,6.9,0.765,0.02,2.3,0.063,35,63,3.57,0.78,9.9,5,2
371,371,7.9,0.24,0.4,1.6,0.056,11,25,3.32,0.87,8.7,6,2
372,372,9.1,0.28,0.48,1.8,0.067,26,46,3.32,1.04,10.6,6,2
373,373,7.4,0.55,0.22,2.2,0.106,12,72,3.05,0.63,9.2,5,2
374,374,14,0.41,0.63,3.8,0.089,6,47,3.01,0.81,10.8,6,2
375,375,11.5,0.54,0.71,4.4,0.124,6,15,3.01,0.83,11.8,7,3
376,376,11.5,0.45,0.5,3,0.078,19,47,3.26,1.11,11,6,2
377,377,9.4,0.27,0.53,2.4,0.074,6,18,3.2,1.13,12,7,3
378,378,11.4,0.625,0.66,6.2,0.088,6,24,3.11,0.99,13.3,6,2
379,379,8.3,0.42,0.38,2.5,0.094,24,60,3.31,0.7,10.8,6,2
380,380,8.3,0.26,0.42,2,0.08,11,27,3.21,0.8,9.4,6,2
381,381,13.7,0.415,0.68,2.9,0.085,17,43,3.06,0.8,10,6,2
382,382,8.3,0.26,0.42,2,0.08,11,27,3.21,0.8,9.4,6,2
383,383,8.3,0.26,0.42,2,0.08,11,27,3.21,0.8,9.4,6,2
384,384,7.7,0.51,0.28,2.1,0.087,23,54,3.42,0.74,9.2,5,2
385,385,7.4,0.63,0.07,2.4,0.09,11,37,3.43,0.76,9.7,6,2
386,386,7.8,0.54,0.26,2,0.088,23,48,3.41,0.74,9.2,6,2
387,387,8.3,0.66,0.15,1.9,0.079,17,42,3.31,0.54,9.6,6,2
388,388,7.8,0.46,0.26,1.9,0.088,23,53,3.43,0.74,9.2,6,2
389,389,9.6,0.38,0.31,2.5,0.096,16,49,3.19,0.7,10,7,3
390,390,5.6,0.85,0.05,1.4,0.045,12,88,3.56,0.82,12.9,8,3
391,391,13.7,0.415,0.68,2.9,0.085,17,43,3.06,0.8,10,6,2
392,392,9.5,0.37,0.52,2,0.082,6,26,3.18,0.51,9.5,5,2
393,393,8.4,0.665,0.61,2,0.112,13,95,3.16,0.54,9.1,5,2
394,394,12.7,0.6,0.65,2.3,0.063,6,25,3.03,0.57,9.9,5,2
395,395,12,0.37,0.76,4.2,0.066,7,38,3.22,0.6,13,7,3
396,396,6.6,0.735,0.02,7.9,0.122,68,124,3.47,0.53,9.9,5,2
397,397,11.5,0.59,0.59,2.6,0.087,13,49,3.18,0.65,11,6,2
398,398,11.5,0.59,0.59,2.6,0.087,13,49,3.18,0.65,11,6,2
399,399,8.7,0.765,0.22,2.3,0.064,9,42,3.1,0.55,9.4,5,2
400,400,6.6,0.735,0.02,7.9,0.122,68,124,3.47,0.53,9.9,5,2
401,401,7.7,0.26,0.3,1.7,0.059,20,38,3.29,0.47,10.8,6,2
402,402,12.2,0.48,0.54,2.6,0.085,19,64,3.1,0.61,10.5,6,2
403,403,11.4,0.6,0.49,2.7,0.085,10,41,3.15,0.63,10.5,6,2
404,404,7.7,0.69,0.05,2.7,0.075,15,27,3.26,0.61,9.1,5,2
405,405,8.7,0.31,0.46,1.4,0.059,11,25,3.36,0.76,10.1,6,2
406,406,9.8,0.44,0.47,2.5,0.063,9,28,3.24,0.65,10.8,6,2
407,407,12,0.39,0.66,3,0.093,12,30,3.18,0.63,10.8,7,3
408,408,10.4,0.34,0.58,3.7,0.174,6,16,3.19,0.7,11.3,6,2
409,409,12.5,0.46,0.49,4.5,0.07,26,49,3.05,0.57,9.6,4,1
410,410,9,0.43,0.34,2.5,0.08,26,86,3.38,0.62,9.5,6,2
411,411,9.1,0.45,0.35,2.4,0.08,23,78,3.38,0.62,9.5,5,2
412,412,7.1,0.735,0.16,1.9,0.1,15,77,3.27,0.64,9.3,5,2
413,413,9.9,0.4,0.53,6.7,0.097,6,19,3.27,0.82,11.7,7,3
414,414,8.8,0.52,0.34,2.7,0.087,24,122,3.26,0.61,9.5,5,2
415,415,8.6,0.725,0.24,6.6,0.117,31,134,3.32,1.07,9.3,5,2
416,416,10.6,0.48,0.64,2.2,0.111,6,20,3.26,0.66,11.7,6,2
417,417,7,0.58,0.12,1.9,0.091,34,124,3.44,0.48,10.5,5,2
418,418,11.9,0.38,0.51,2,0.121,7,20,3.24,0.76,10.4,6,2
419,419,6.8,0.77,0,1.8,0.066,34,52,3.62,0.68,9.9,5,2
420,420,9.5,0.56,0.33,2.4,0.089,35,67,3.28,0.73,11.8,7,3
421,421,6.6,0.84,0.03,2.3,0.059,32,48,3.52,0.56,12.3,7,3
422,422,7.7,0.96,0.2,2,0.047,15,60,3.36,0.44,10.9,5,2
423,423,10.5,0.24,0.47,2.1,0.066,6,24,3.15,0.9,11,7,3
424,424,7.7,0.96,0.2,2,0.047,15,60,3.36,0.44,10.9,5,2
425,425,6.6,0.84,0.03,2.3,0.059,32,48,3.52,0.56,12.3,7,3
426,426,6.4,0.67,0.08,2.1,0.045,19,48,3.49,0.49,11.4,6,2
427,427,9.5,0.78,0.22,1.9,0.077,6,32,3.26,0.56,10.6,6,2
428,428,9.1,0.52,0.33,1.3,0.07,9,30,3.24,0.6,9.3,5,2
429,429,12.8,0.84,0.63,2.4,0.088,13,35,3.1,0.6,10.4,6,2
430,430,10.5,0.24,0.47,2.1,0.066,6,24,3.15,0.9,11,7,3
431,431,7.8,0.55,0.35,2.2,0.074,21,66,3.25,0.56,9.2,5,2
432,432,11.9,0.37,0.69,2.3,0.078,12,24,3,0.65,12.8,6,2
433,433,12.3,0.39,0.63,2.3,0.091,6,18,3.16,0.49,9.5,5,2
434,434,10.4,0.41,0.55,3.2,0.076,22,54,3.15,0.89,9.9,6,2
435,435,12.3,0.39,0.63,2.3,0.091,6,18,3.16,0.49,9.5,5,2
436,436,8,0.67,0.3,2,0.06,38,62,3.26,0.56,10.2,6,2
437,437,11.1,0.45,0.73,3.2,0.066,6,22,3.17,0.66,11.2,6,2
438,438,10.4,0.41,0.55,3.2,0.076,22,54,3.15,0.89,9.9,6,2
439,439,7,0.62,0.18,1.5,0.062,7,50,3.08,0.6,9.3,5,2
440,440,12.6,0.31,0.72,2.2,0.072,6,29,2.88,0.82,9.8,8,3
441,441,11.9,0.4,0.65,2.15,0.068,7,27,3.06,0.68,11.3,6,2
442,442,15.6,0.685,0.76,3.7,0.1,6,43,2.95,0.68,11.2,7,3
443,443,10,0.44,0.49,2.7,0.077,11,19,3.23,0.63,11.6,7,3
444,444,5.3,0.57,0.01,1.7,0.054,5,27,3.57,0.84,12.5,7,3
445,445,9.5,0.735,0.1,2.1,0.079,6,31,3.23,0.56,10.1,6,2
446,446,12.5,0.38,0.6,2.6,0.081,31,72,3.1,0.73,10.5,5,2
447,447,9.3,0.48,0.29,2.1,0.127,6,16,3.22,0.72,11.2,5,2
448,448,8.6,0.53,0.22,2,0.1,7,27,3.2,0.56,10.2,6,2
449,449,11.9,0.39,0.69,2.8,0.095,17,35,3.1,0.61,10.8,6,2
450,450,11.9,0.39,0.69,2.8,0.095,17,35,3.1,0.61,10.8,6,2
451,451,8.4,0.37,0.53,1.8,0.413,9,26,3.06,1.06,9.1,6,2
452,452,6.8,0.56,0.03,1.7,0.084,18,35,3.44,0.63,10,6,2
453,453,10.4,0.33,0.63,2.8,0.084,5,22,3.26,0.74,11.2,7,3
454,454,7,0.23,0.4,1.6,0.063,21,67,3.5,0.63,11.1,5,2
455,455,11.3,0.62,0.67,5.2,0.086,6,19,3.22,0.69,13.4,8,3
456,456,8.9,0.59,0.39,2.3,0.095,5,22,3.37,0.58,10.3,5,2
457,457,9.2,0.63,0.21,2.7,0.097,29,65,3.28,0.58,9.6,5,2
458,458,10.4,0.33,0.63,2.8,0.084,5,22,3.26,0.74,11.2,7,3
459,459,11.6,0.58,0.66,2.2,0.074,10,47,3.25,0.57,9,3,1
460,460,9.2,0.43,0.52,2.3,0.083,14,23,3.35,0.61,11.3,6,2
461,461,8.3,0.615,0.22,2.6,0.087,6,19,3.26,0.61,9.3,5,2
462,462,11,0.26,0.68,2.55,0.085,10,25,3.18,0.61,11.8,5,2
463,463,8.1,0.66,0.7,2.2,0.098,25,129,3.08,0.53,9,5,2
464,464,11.5,0.315,0.54,2.1,0.084,5,15,2.98,0.7,9.2,6,2
465,465,10,0.29,0.4,2.9,0.098,10,26,3.48,0.91,9.7,5,2
466,466,10.3,0.5,0.42,2,0.069,21,51,3.16,0.72,11.5,6,2
467,467,8.8,0.46,0.45,2.6,0.065,7,18,3.32,0.79,14,6,2
468,468,11.4,0.36,0.69,2.1,0.09,6,21,3.17,0.62,9.2,6,2
469,469,8.7,0.82,0.02,1.2,0.07,36,48,3.2,0.58,9.8,5,2
470,470,13,0.32,0.65,2.6,0.093,15,47,3.05,0.61,10.6,5,2
471,471,9.6,0.54,0.42,2.4,0.081,25,52,3.2,0.71,11.4,6,2
472,472,12.5,0.37,0.55,2.6,0.083,25,68,3.15,0.82,10.4,6,2
473,473,9.9,0.35,0.55,2.1,0.062,5,14,3.26,0.79,10.6,5,2
474,474,10.5,0.28,0.51,1.7,0.08,10,24,3.2,0.89,9.4,6,2
475,475,9.6,0.68,0.24,2.2,0.087,5,28,3.14,0.6,10.2,5,2
476,476,9.3,0.27,0.41,2,0.091,6,16,3.28,0.7,9.7,5,2
477,477,10.4,0.24,0.49,1.8,0.075,6,20,3.18,1.06,11,6,2
478,478,9.6,0.68,0.24,2.2,0.087,5,28,3.14,0.6,10.2,5,2
479,479,9.4,0.685,0.11,2.7,0.077,6,31,3.19,0.7,10.1,6,2
480,480,10.6,0.28,0.39,15.5,0.069,6,23,3.12,0.66,9.2,5,2
481,481,9.4,0.3,0.56,2.8,0.08,6,17,3.15,0.92,11.7,8,3
482,482,10.6,0.36,0.59,2.2,0.152,6,18,3.04,1.05,9.4,5,2
483,483,10.6,0.36,0.6,2.2,0.152,7,18,3.04,1.06,9.4,5,2
484,484,10.6,0.44,0.68,4.1,0.114,6,24,3.06,0.66,13.4,6,2
485,485,10.2,0.67,0.39,1.9,0.054,6,17,3.17,0.47,10,5,2
486,486,10.2,0.67,0.39,1.9,0.054,6,17,3.17,0.47,10,5,2
487,487,10.2,0.645,0.36,1.8,0.053,5,14,3.17,0.42,10,6,2
488,488,11.6,0.32,0.55,2.8,0.081,35,67,3.32,0.92,10.8,7,3
489,489,9.3,0.39,0.4,2.6,0.073,10,26,3.34,0.75,10.2,6,2
490,490,9.3,0.775,0.27,2.8,0.078,24,56,3.31,0.67,10.6,6,2
491,491,9.2,0.41,0.5,2.5,0.055,12,25,3.34,0.79,13.3,7,3
492,492,8.9,0.4,0.51,2.6,0.052,13,27,3.32,0.9,13.4,7,3
493,493,8.7,0.69,0.31,3,0.086,23,81,3.48,0.74,11.6,6,2
494,494,6.5,0.39,0.23,8.3,0.051,28,91,3.44,0.55,12.1,6,2
495,495,10.7,0.35,0.53,2.6,0.07,5,16,3.15,0.65,11,8,3
496,496,7.8,0.52,0.25,1.9,0.081,14,38,3.43,0.65,9,6,2
497,497,7.2,0.34,0.32,2.5,0.09,43,113,3.32,0.79,11.1,5,2
498,498,10.7,0.35,0.53,2.6,0.07,5,16,3.15,0.65,11,8,3
499,499,8.7,0.69,0.31,3,0.086,23,81,3.48,0.74,11.6,6,2
500,500,7.8,0.52,0.25,1.9,0.081,14,38,3.43,0.65,9,6,2
501,501,10.4,0.44,0.73,6.55,0.074,38,76,3.17,0.85,12,7,3
502,502,10.4,0.44,0.73,6.55,0.074,38,76,3.17,0.85,12,7,3
503,503,10.5,0.26,0.47,1.9,0.078,6,24,3.18,1.04,10.9,7,3
504,504,10.5,0.24,0.42,1.8,0.077,6,22,3.21,1.05,10.8,7,3
505,505,10.2,0.49,0.63,2.9,0.072,10,26,3.16,0.78,12.5,7,3
506,506,10.4,0.24,0.46,1.8,0.075,6,21,3.25,1.02,10.8,7,3
507,507,11.2,0.67,0.55,2.3,0.084,6,13,3.17,0.71,9.5,6,2
508,508,10,0.59,0.31,2.2,0.09,26,62,3.18,0.63,10.2,6,2
509,509,13.3,0.29,0.75,2.8,0.084,23,43,3.04,0.68,11.4,7,3
510,510,12.4,0.42,0.49,4.6,0.073,19,43,3.02,0.61,9.5,5,2
511,511,10,0.59,0.31,2.2,0.09,26,62,3.18,0.63,10.2,6,2
512,512,10.7,0.4,0.48,2.1,0.125,15,49,3.03,0.81,9.7,6,2
513,513,10.5,0.51,0.64,2.4,0.107,6,15,3.09,0.66,11.8,7,3
514,514,10.5,0.51,0.64,2.4,0.107,6,15,3.09,0.66,11.8,7,3
515,515,8.5,0.655,0.49,6.1,0.122,34,151,3.31,1.14,9.3,5,2
516,516,12.5,0.6,0.49,4.3,0.1,5,14,3.25,0.74,11.9,6,2
517,517,10.4,0.61,0.49,2.1,0.2,5,16,3.16,0.63,8.4,3,1
518,518,10.9,0.21,0.49,2.8,0.088,11,32,3.22,0.68,11.7,6,2
519,519,7.3,0.365,0.49,2.5,0.088,39,106,3.36,0.78,11,5,2
520,520,9.8,0.25,0.49,2.7,0.088,15,33,3.42,0.9,10,6,2
521,521,7.6,0.41,0.49,2,0.088,16,43,3.48,0.64,9.1,5,2
522,522,8.2,0.39,0.49,2.3,0.099,47,133,3.38,0.99,9.8,5,2
523,523,9.3,0.4,0.49,2.5,0.085,38,142,3.22,0.55,9.4,5,2
524,524,9.2,0.43,0.49,2.4,0.086,23,116,3.23,0.64,9.5,5,2
525,525,10.4,0.64,0.24,2.8,0.105,29,53,3.24,0.67,9.9,5,2
526,526,7.3,0.365,0.49,2.5,0.088,39,106,3.36,0.78,11,5,2
527,527,7,0.38,0.49,2.5,0.097,33,85,3.39,0.77,11.4,6,2
528,528,8.2,0.42,0.49,2.6,0.084,32,55,3.34,0.75,8.7,6,2
529,529,9.9,0.63,0.24,2.4,0.077,6,33,3.09,0.57,9.4,5,2
530,530,9.1,0.22,0.24,2.1,0.078,1,28,3.41,0.87,10.3,6,2
531,531,11.9,0.38,0.49,2.7,0.098,12,42,3.16,0.61,10.3,5,2
532,532,11.9,0.38,0.49,2.7,0.098,12,42,3.16,0.61,10.3,5,2
533,533,10.3,0.27,0.24,2.1,0.072,15,33,3.22,0.66,12.8,6,2
534,534,10,0.48,0.24,2.7,0.102,13,32,3.28,0.56,10,6,2
535,535,9.1,0.22,0.24,2.1,0.078,1,28,3.41,0.87,10.3,6,2
536,536,9.9,0.63,0.24,2.4,0.077,6,33,3.09,0.57,9.4,5,2
537,537,8.1,0.825,0.24,2.1,0.084,5,13,3.37,0.77,10.7,6,2
538,538,12.9,0.35,0.49,5.8,0.066,5,35,3.2,0.66,12,7,3
539,539,11.2,0.5,0.74,5.15,0.1,5,17,3.22,0.62,11.2,5,2
540,540,9.2,0.59,0.24,3.3,0.101,20,47,3.26,0.67,9.6,5,2
541,541,9.5,0.46,0.49,6.3,0.064,5,17,3.21,0.73,11,6,2
542,542,9.3,0.715,0.24,2.1,0.07,5,20,3.12,0.59,9.9,5,2
543,543,11.2,0.66,0.24,2.5,0.085,16,53,3.06,0.72,11,6,2
544,544,14.3,0.31,0.74,1.8,0.075,6,15,2.86,0.79,8.4,6,2
545,545,9.1,0.47,0.49,2.6,0.094,38,106,3.08,0.59,9.1,5,2
546,546,7.5,0.55,0.24,2,0.078,10,28,3.45,0.78,9.5,6,2
547,547,10.6,0.31,0.49,2.5,0.067,6,21,3.26,0.86,10.7,6,2
548,548,12.4,0.35,0.49,2.6,0.079,27,69,3.12,0.75,10.4,6,2
549,549,9,0.53,0.49,1.9,0.171,6,25,3.27,0.61,9.4,6,2
550,550,6.8,0.51,0.01,2.1,0.074,9,25,3.33,0.56,9.5,6,2
551,551,9.4,0.43,0.24,2.8,0.092,14,45,3.19,0.73,10,6,2
552,552,9.5,0.46,0.24,2.7,0.092,14,44,3.12,0.74,10,6,2
553,553,5,1.04,0.24,1.6,0.05,32,96,3.74,0.62,11.5,5,2
554,554,15.5,0.645,0.49,4.2,0.095,10,23,2.92,0.74,11.1,5,2
555,555,15.5,0.645,0.49,4.2,0.095,10,23,2.92,0.74,11.1,5,2
556,556,10.9,0.53,0.49,4.6,0.118,10,17,3.07,0.56,11.7,6,2
557,557,15.6,0.645,0.49,4.2,0.095,10,23,2.92,0.74,11.1,5,2
558,558,10.9,0.53,0.49,4.6,0.118,10,17,3.07,0.56,11.7,6,2
559,559,13,0.47,0.49,4.3,0.085,6,47,3.3,0.68,12.7,6,2
560,560,12.7,0.6,0.49,2.8,0.075,5,19,3.14,0.57,11.4,5,2
561,561,9,0.44,0.49,2.4,0.078,26,121,3.23,0.58,9.2,5,2
562,562,9,0.54,0.49,2.9,0.094,41,110,3.08,0.61,9.2,5,2
563,563,7.6,0.29,0.49,2.7,0.092,25,60,3.31,0.61,10.1,6,2
564,564,13,0.47,0.49,4.3,0.085,6,47,3.3,0.68,12.7,6,2
565,565,12.7,0.6,0.49,2.8,0.075,5,19,3.14,0.57,11.4,5,2
566,566,8.7,0.7,0.24,2.5,0.226,5,15,3.32,0.6,9,6,2
567,567,8.7,0.7,0.24,2.5,0.226,5,15,3.32,0.6,9,6,2
568,568,9.8,0.5,0.49,2.6,0.25,5,20,3.31,0.79,10.7,6,2
569,569,6.2,0.36,0.24,2.2,0.095,19,42,3.57,0.57,11.7,6,2
570,570,11.5,0.35,0.49,3.3,0.07,10,37,3.32,0.91,11,6,2
571,571,6.2,0.36,0.24,2.2,0.095,19,42,3.57,0.57,11.7,6,2
572,572,10.2,0.24,0.49,2.4,0.075,10,28,3.14,0.61,10.4,5,2
573,573,10.5,0.59,0.49,2.1,0.07,14,47,3.3,0.56,9.6,4,1
574,574,10.6,0.34,0.49,3.2,0.078,20,78,3.19,0.7,10,6,2
575,575,12.3,0.27,0.49,3.1,0.079,28,46,3.2,0.8,10.2,6,2
576,576,9.9,0.5,0.24,2.3,0.103,6,14,3.34,0.52,10,4,1
577,577,8.8,0.44,0.49,2.8,0.083,18,111,3.3,0.6,9.5,5,2
578,578,8.8,0.47,0.49,2.9,0.085,17,110,3.29,0.6,9.8,5,2
579,579,10.6,0.31,0.49,2.2,0.063,18,40,3.14,0.51,9.8,6,2
580,580,12.3,0.5,0.49,2.2,0.089,5,14,3.19,0.44,9.6,5,2
581,581,12.3,0.5,0.49,2.2,0.089,5,14,3.19,0.44,9.6,5,2
582,582,11.7,0.49,0.49,2.2,0.083,5,15,3.19,0.43,9.2,5,2
583,583,12,0.28,0.49,1.9,0.074,10,21,2.98,0.66,9.9,7,3
584,584,11.8,0.33,0.49,3.4,0.093,54,80,3.3,0.76,10.7,7,3
585,585,7.6,0.51,0.24,2.4,0.091,8,38,3.47,0.66,9.6,6,2
586,586,11.1,0.31,0.49,2.7,0.094,16,47,3.12,1.02,10.6,7,3
587,587,7.3,0.73,0.24,1.9,0.108,18,102,3.26,0.59,9.3,5,2
588,588,5,0.42,0.24,2,0.06,19,50,3.72,0.74,14,8,3
589,589,10.2,0.29,0.49,2.6,0.059,5,13,3.05,0.74,10.5,7,3
590,590,9,0.45,0.49,2.6,0.084,21,75,3.35,0.57,9.7,5,2
591,591,6.6,0.39,0.49,1.7,0.07,23,149,3.12,0.5,11.5,6,2
592,592,9,0.45,0.49,2.6,0.084,21,75,3.35,0.57,9.7,5,2
593,593,9.9,0.49,0.58,3.5,0.094,9,43,3.29,0.58,9,5,2
594,594,7.9,0.72,0.17,2.6,0.096,20,38,3.4,0.53,9.5,5,2
595,595,8.9,0.595,0.41,7.9,0.086,30,109,3.27,0.57,9.3,5,2
596,596,12.4,0.4,0.51,2,0.059,6,24,3.04,0.6,9.3,6,2
597,597,11.9,0.58,0.58,1.9,0.071,5,18,3.09,0.63,10,6,2
598,598,8.5,0.585,0.18,2.1,0.078,5,30,3.2,0.48,9.8,6,2
599,599,12.7,0.59,0.45,2.3,0.082,11,22,3,0.7,9.3,6,2
600,600,8.2,0.915,0.27,2.1,0.088,7,23,3.26,0.47,10,4,1
601,601,13.2,0.46,0.52,2.2,0.071,12,35,3.1,0.56,9,6,2
602,602,7.7,0.835,0,2.6,0.081,6,14,3.3,0.52,9.3,5,2
603,603,13.2,0.46,0.52,2.2,0.071,12,35,3.1,0.56,9,6,2
604,604,8.3,0.58,0.13,2.9,0.096,14,63,3.17,0.62,9.1,6,2
605,605,8.3,0.6,0.13,2.6,0.085,6,24,3.31,0.59,9.2,6,2
606,606,9.4,0.41,0.48,4.6,0.072,10,20,3.34,0.79,12.2,7,3
607,607,8.8,0.48,0.41,3.3,0.092,26,52,3.31,0.53,10.5,6,2
608,608,10.1,0.65,0.37,5.1,0.11,11,65,3.32,0.64,10.4,6,2
609,609,6.3,0.36,0.19,3.2,0.075,15,39,3.56,0.52,12.7,6,2
610,610,8.8,0.24,0.54,2.5,0.083,25,57,3.39,0.54,9.2,5,2
611,611,13.2,0.38,0.55,2.7,0.081,5,16,2.98,0.54,9.4,5,2
612,612,7.5,0.64,0,2.4,0.077,18,29,3.32,0.6,10,6,2
613,613,8.2,0.39,0.38,1.5,0.058,10,29,3.26,0.74,9.8,5,2
614,614,9.2,0.755,0.18,2.2,0.148,10,103,2.87,1.36,10.2,6,2
615,615,9.6,0.6,0.5,2.3,0.079,28,71,3.5,0.57,9.7,5,2
616,616,9.6,0.6,0.5,2.3,0.079,28,71,3.5,0.57,9.7,5,2
617,617,11.5,0.31,0.51,2.2,0.079,14,28,3.03,0.93,9.8,6,2
618,618,11.4,0.46,0.5,2.7,0.122,4,17,3.13,0.7,10.2,5,2
619,619,11.3,0.37,0.41,2.3,0.088,6,16,3.09,0.8,9.3,5,2
620,620,8.3,0.54,0.24,3.4,0.076,16,112,3.27,0.61,9.4,5,2
621,621,8.2,0.56,0.23,3.4,0.078,14,104,3.28,0.62,9.4,5,2
622,622,10,0.58,0.22,1.9,0.08,9,32,3.13,0.55,9.5,5,2
623,623,7.9,0.51,0.25,2.9,0.077,21,45,3.49,0.96,12.1,6,2
624,624,6.8,0.69,0,5.6,0.124,21,58,3.46,0.72,10.2,5,2
625,625,6.8,0.69,0,5.6,0.124,21,58,3.46,0.72,10.2,5,2
626,626,8.8,0.6,0.29,2.2,0.098,5,15,3.36,0.49,9.1,5,2
627,627,8.8,0.6,0.29,2.2,0.098,5,15,3.36,0.49,9.1,5,2
628,628,8.7,0.54,0.26,2.5,0.097,7,31,3.27,0.6,9.3,6,2
629,629,7.6,0.685,0.23,2.3,0.111,20,84,3.21,0.61,9.3,5,2
630,630,8.7,0.54,0.26,2.5,0.097,7,31,3.27,0.6,9.3,6,2
631,631,10.4,0.28,0.54,2.7,0.105,5,19,3.25,0.63,9.5,5,2
632,632,7.6,0.41,0.14,3,0.087,21,43,3.32,0.57,10.5,6,2
633,633,10.1,0.935,0.22,3.4,0.105,11,86,3.43,0.64,11.3,4,1
634,634,7.9,0.35,0.21,1.9,0.073,46,102,3.27,0.58,9.5,5,2
635,635,8.7,0.84,0,1.4,0.065,24,33,3.27,0.55,9.7,5,2
636,636,9.6,0.88,0.28,2.4,0.086,30,147,3.24,0.53,9.4,5,2
637,637,9.5,0.885,0.27,2.3,0.084,31,145,3.24,0.53,9.4,5,2
638,638,7.7,0.915,0.12,2.2,0.143,7,23,3.35,0.65,10.2,7,3
639,639,8.9,0.29,0.35,1.9,0.067,25,57,3.18,1.36,10.3,6,2
640,640,9.9,0.54,0.45,2.3,0.071,16,40,3.39,0.62,9.4,5,2
641,641,9.5,0.59,0.44,2.3,0.071,21,68,3.46,0.63,9.5,5,2
642,642,9.9,0.54,0.45,2.3,0.071,16,40,3.39,0.62,9.4,5,2
